ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000049821,No,Northern Townhomes Unit 2,442 Northern Ave.,Cincinnati,OH,45229,US,LEED For Homes Single Family,"","","",No,"",1848,"",Single-Family (Attached),"Uptown Consortium, Inc.",9/29/2014 0:00
1000049822,No,Northern Townhomes Unit 4,438 Northern Ave.,Cincinnati,OH,45229,US,LEED For Homes Single Family,"","","",No,"",1848,"",Single-Family (Attached),"Uptown Consortium, Inc.",9/29/2014 0:00
1000049823,No,Northern Townhomes Unit 5,436 Northern Ave.,Cincinnati,OH,45229,US,LEED For Homes Single Family,"","","",No,"",1848,"",Single-Family (Attached),"Uptown Consortium, Inc.",9/29/2014 0:00
1000049824,No,Northern Townhomes Unit 6,434 Northern Ave.,Cincinnati,OH,45229,US,LEED For Homes Single Family,"","","",No,"",1848,"",Single-Family (Attached),"Uptown Consortium, Inc.",9/29/2014 0:00
1000049834,No,Verde Palms,1010 Loma Verde Building 1 Unit 11,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049835,No,Verde Palms,1010 Loma Verde Building 1 Unit 12,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049836,No,Verde Palms,1010 Loma Verde Building 1 Unit 13,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049837,No,Verde Palms,1010 Loma Verde Building 1 Unit 14,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049838,No,Verde Palms,1010 Loma Verde Building 2 Unit 21,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049839,No,Verde Palms,1010 Loma Verde Building 2 Unit 22,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049843,No,HISD South Early College High School,1990 Airport Blvd,Houston,TX,77051,US,LEED-NC v2009,"","","",No,"Educational: Community College, Pub",56719,"",Core Learning Space: College/University,Houston Independent School District,9/29/2014 0:00
1000049844,No,Kirby Collection,3200 Kirby Dr.,Houston,TX,77098,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,653627,"",Office: Mixed-Use,Thor Equities,9/29/2014 0:00
1000049845,No,Verde Palms,1010 Loma Verde Building 2 Unit 23,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049847,No,Verde Palms,1010 Loma Verde Building 2 Unit 24,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049848,No,Verde Palms,1010 Loma Verde Building 3 Unit 31,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049849,No,Verde Palms,1010 Loma Verde Building 3 Unit 32,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049852,No,Verde Palms,1010 Loma Verde Building 3 Unit 33,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049853,No,Verde Palms,1010 Loma Verde Building 3 Unit 34,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049854,No,Verde Palms,1010 Loma Verde Building 4 Unit 41,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049855,No,Verde Palms,1010 Loma Verde Building 4 Unit 42,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049856,No,Verde Palms,1010 Loma Verde Building 4 Unit 43,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049857,No,Verde Palms,1010 Loma Verde Building 4 Unit 44,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049858,No,Verde Palms,1010 Loma Verde Building 5 Unit 51,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049859,No,Verde Palms,1010 Loma Verde Building 5 Unit 52,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049860,No,Verde Palms,1010 Loma Verde Building 5 Unit 53,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049861,No,Verde Palms,1010 Loma Verde Building 5 Unit 54,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049862,No,Verde Palms,1010 Loma Verde uilding 6  Unit 61,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049863,No,Verde Palms,1010 Loma Verde Building 6 Unit 62,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049864,No,Verde Palms,1010 Loma Verde Building 6 Unit 63,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049865,No,Verde Palms,1010 Loma Verde Building 6 Unit 64,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049866,No,Verde Palms,1010 Loma Verde Building 7 Unit 71,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049867,No,Verde Palms,1010 Loma Verde Building 7 Unit 72,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049868,No,Verde Palms,1010 Loma Verde Building 7 Unit 73,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049869,No,Verde Palms,1010 Loma Verde Building 7 Unit 74,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049870,No,Verde Palms,1010 Loma Verde Building 8 Unit 81,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049871,No,Verde Palms,1010 Loma Verde Building 8 Unit 82,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049872,No,Verde Palms,1010 Loma Verde Building 8 Unit 83,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049873,No,Verde Palms,1010 Loma Verde Building 8 Unit 84,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049874,No,Verde Palms,1010 Loma Verde Building 9 Unit 91,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049875,No,Verde Palms,1010 Loma Verde Building 9 Unit 92,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049876,No,Verde Palms,1010 Loma Verde Building 9 Unit 93,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049877,No,Verde Palms,1010 Loma Verde Building 9 Unit 94,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049878,No,Verde Palms,1010 Loma Verde Building 10 Unit 101,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049879,No,Verde Palms,1010 Loma Verde Building 10 Unit 102,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049880,No,Verde Palms,1010 Loma Verde Building 10 Unit 103,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049881,No,Verde Palms,1010 Loma Verde Building 10 Unit 104,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049882,No,Verde Palms,1010 Loma Verde Building 11 Unit 111,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049883,No,Verde Palms,1010 Loma Verde Building 11 Unit 112,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049884,No,Verde Palms,1010 Loma Verde Building 11 Unit 113,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049885,No,Verde Palms,1010 Loma Verde Building 11 Unit 114,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049886,No,Verde Palms,1010 Loma Verde Building 12 Unit 121,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049887,No,Verde Palms,1010 Loma Verde Building 12 Unit 122,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049888,No,Verde Palms,1010 Loma Verde Building 12 Unit 123,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049889,No,Verde Palms,1010 Loma Verde Building 12 Unit 124,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049890,No,Verde Palms,1010 Loma Verde Building 13 Unit 131,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049891,No,Verde Palms,1010 Loma Verde Building 13 Unit 132,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049893,No,Verde Palms,1010 Loma Verde Building 13 Unit 133,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049894,No,Verde Palms,1010 Loma Verde Building 13 Unit 134,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049895,No,Verde Palms,1010 Loma Verde Building 14 Unit 141,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049896,No,Verde Palms,1010 Loma Verde Building 14 Unit 142,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049897,No,Verde Palms,1010 Loma Verde Building 14 Unit 143,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049898,No,Mosaic Gardens at Willowbrook,S. Willowbrook Ave and El Segundo Blvd,Los Angeles,CA,90222,US,LEED For Homes Multi Family Low-Rise,"","","",No,"",65114,"",Multi-Family Low-Rise (1-3 stories),"LINC- Willowbrook Apartments, L.P.",9/29/2014 0:00
1000049899,No,Verde Palms,1010 Loma Verde Building 14 Unit 144,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049900,No,Verde Palms,1010 Loma Verde Building 15 Unit 151,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049901,No,Verde Palms,1010 Loma Verde Building 15 Unit 152,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049902,No,Verde Palms,1010 Loma Verde Building 15 Unit 153,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049903,No,Verde Palms,1010 Loma Verde Building 15 Unit 154,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049904,No,Verde Palms,1010 Loma Verde Building 16 Unit 161,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049905,No,Verde Palms,1010 Loma Verde Building 16 Unit 162,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049906,No,Verde Palms,1010 Loma Verde Building 16 Unit 163,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049908,No,Verde Palms,1010 Loma Verde Building 16 Unit 164,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049909,No,Verde Palms,1010 Loma Verde Building 17 Unit 171,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049910,No,Green Haus on the Santa Fe Trail,4611 East Side,Dallas,TX,75226,US,LEED For Homes Multi Family Low-Rise,"","","",No,"",14483,"",Multi-Family Low-Rise (1-3 stories),"Shared Housing Center, Inc.",9/29/2014 0:00
1000049911,No,Verde Palms,1010 Loma Verde Building 17 Unit 172,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049912,No,Verde Palms,1010 Loma Verde Building 17 Unit 173,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049913,No,Verde Palms,1010 Loma Verde Building 17 Unit 174,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049914,No,Verde Palms,1010 Loma Verde Building 18 Unit 181,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049915,No,Verde Palms,1010 Loma Verde Building 18 Unit 182,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049916,No,Verde Palms,1010 Loma Verde Building 18 Unit 183,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049917,No,Verde Palms,1010 Loma Verde Building 18 Unit 184,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049918,No,Verde Palms,1010 Loma Verde Building 19 Unit 191,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049919,No,Verde Palms,1010 Loma Verde Building 19 Unit 192,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049920,No,Verde Palms,1010 Loma Verde Building 19 Unit 193,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049921,No,Verde Palms,1010 Loma Verde Building 19 Unit 194,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049922,No,Verde Palms,1010 Loma Verde Building 20 Unit 201,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049923,No,Verde Palms,1010 Loma Verde Building 20 Unit 202,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049924,No,Verde Palms,1010 Loma Verde Building 20 Unit 203,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049925,No,Verde Palms,1010 Loma Verde Building 20 Unit 204,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049926,No,Verde Palms,1010 Loma Verde Building 21 Unit 211,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049927,No,Verde Palms,1010 Loma Verde Building 21 Unit 212,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049928,No,Verde Palms,1010 Loma Verde Building 21 Unit 213,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049929,No,Verde Palms,1010 Loma Verde Building 21 Unit 214,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049930,No,Verde Palms,1010 Loma Verde Building 22 Unit 221,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049931,No,Verde Palms,1010 Loma Verde Building 22 Unit 222,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049932,No,Verde Palms,1010 Loma Verde Building 22 Unit 223,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049933,No,Verde Palms,1010 Loma Verde Building 22 Unit 224,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049934,No,Verde Palms,1010 Loma Verde Building 23 Unit 231,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049935,No,Verde Palms,1010 Loma Verde Building 23 Unit 232,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049936,No,Verde Palms,1010 Loma Verde Building 23 Unit 233,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049937,No,Verde Palms,1010 Loma Verde Building 23 Unit 234,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049938,No,Verde Palms,1010 Loma Verde Building 24 Unit 241,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049939,No,Verde Palms,1010 Loma Verde Building 24 Unit 242,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049940,No,Verde Palms,1010 Loma Verde Building 24 Unit 243,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049941,No,Verde Palms,1010 Loma Verde Building 24 Unit 244,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049942,No,Verde Palms,1010 Loma Verde Building 25 Unit 251,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049943,No,Verde Palms,1010 Loma Verde Building 25 Unit 252,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049944,No,Verde Palms,1010 Loma Verde Building 25 Unit 253,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049945,No,Verde Palms,1010 Loma Verde Building 25 Unit 254,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049946,No,Verde Palms,1010 Loma Verde Building 26 Unit 261,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049947,No,MHI-Austin,2850 Diego Court,Round Rock,TX,78665,US,LEED For Homes Single Family,"","","",No,"",3280,"",Single-Family (Detached),MHI Austin,9/29/2014 0:00
1000049948,No,Verde Palms,1010 Loma Verde Building 26 Unit 262,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049949,No,MHI-Austin,613 Loma Cedro Bend,Leander,TX,78641,US,LEED For Homes Single Family,47,Certified,4/1/2015 0:00,Yes,"",2455,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049950,No,Verde Palms,1010 Loma Verde Building 26 Unit 263,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049951,No,Verde Palms,1010 Loma Verde Building 26 Unit 264,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049952,No,Verde Palms,1010 Loma Verde Building 27 Unit 271,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049953,No,Verde Palms,1010 Loma Verde Building 27 Unit 272,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049954,No,MHI-Austin,150 Ranch Ridge Drive,Dripping Springs,TX,78620,US,LEED For Homes Single Family,45.5,Certified,12/12/2014 0:00,Yes,"",3506,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049955,No,MHI-Austin,167 Ranch Ridge Drive,Dripping Springs,TX,78620,US,LEED For Homes Single Family,45.5,Certified,12/12/2014 0:00,Yes,"",4118,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049956,No,Verde Palms,1010 Loma Verde Building 27 Unit 273,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049957,No,MHI-Austin,2900 Santa Rosita Drive,Round Rock,TX,78665,US,LEED For Homes Single Family,47,Certified,4/1/2015 0:00,Yes,"",2981,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049958,No,Verde Palms,1010 Loma Verde Building 27 Unit 274,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",900,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049959,No,MHI-Austin,165 Lady Bird Lane,Georgetown,TX,78628,US,LEED For Homes Single Family,47,Certified,4/1/2015 0:00,Yes,"",2975,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049960,No,MHI-Austin,151 Blazing Star Drive,Austin,TX,78737,US,LEED For Homes Single Family,"","","",No,"",3270,"",Single-Family (Detached),MHI Austin,9/29/2014 0:00
1000049961,No,MHI-Austin,2726 Santa Domingo Drive,Round Rock,TX,78665,US,LEED For Homes Single Family,47,Certified,4/1/2015 0:00,Yes,"",2888,"",Single-Family Home (Detached),MHI Austin,9/29/2014 0:00
1000049962,No,Verde Palms,1010 Loma Verde Building 28 Unit 281,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049963,No,MHI-Austin,2820 Misty Shore Lane,Pflugerville,TX,78660,US,LEED For Homes Single Family,"","","",No,"",4159,"",Single-Family (Detached),MHI Austin,9/29/2014 0:00
1000049964,No,Verde Palms,1010 Loma Verde Building 28 Unit 282,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049965,No,Verde Palms,1010 Loma Verde Building 28 Unit 283,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
1000049966,No,Verde Palms,1010 Loma Verde Building 28 Unit 284,El Paso,TX,79936,US,LEED For Homes Single Family,"","","",No,"",1060,"",Single-Family (Attached),"Verde Palms, Ltd.",9/29/2014 0:00
